,bottom_temp,PDO,NPGO,depth_m,latitude,year,julian,grain_size
201303008060,8.58,-0.48,0.39,79.10,43.99,2013.00,251.00,2.49
201303008063,8.27,-0.48,0.39,97.89,42.53,2013.00,253.00,3.32
201303008064,8.05,-0.48,0.39,109.60,42.53,2013.00,253.00,3.36
201303008069,8.45,-0.48,0.39,96.00,41.96,2013.00,254.00,4.48
201303008070,8.04,-0.48,0.39,174.59,41.87,2013.00,254.00,5.01
201303008075,8.16,-0.48,0.39,164.83,41.66,2013.00,256.00,5.88
201303008076,8.59,-0.48,0.39,91.84,41.58,2013.00,256.00,5.55
201303008077,8.80,-0.48,0.39,76.55,41.42,2013.00,256.00,5.18
201303017017,7.05,0.08,0.85,108.32,47.77,2013.00,147.00,4.35
201303017018,6.78,0.08,0.85,166.49,47.60,2013.00,147.00,4.88
201303017019,7.34,0.08,0.85,64.34,47.23,2013.00,148.00,1.20
201303017020,7.22,0.08,0.85,73.49,47.27,2013.00,148.00,1.92
201303017021,6.42,0.08,0.85,195.37,47.20,2013.00,148.00,4.53
201303017022,6.93,0.08,0.85,114.47,46.93,2013.00,148.00,5.74
201303017023,7.21,0.08,0.85,80.09,46.90,2013.00,148.00,2.90
201303017024,7.05,0.08,0.85,142.95,46.74,2013.00,149.00,4.96
201303017025,6.54,0.08,0.85,176.22,46.64,2013.00,149.00,4.06
201303017028,7.07,0.08,0.85,116.83,46.36,2013.00,149.00,3.99
201303017032,6.49,0.08,0.85,185.82,45.97,2013.00,150.00,4.15
201303017033,7.34,0.08,0.85,113.09,45.87,2013.00,150.00,3.68
201303017036,7.68,-0.78,0.73,79.77,45.49,2013.00,151.00,2.26
201303017037,7.26,-0.78,0.73,127.43,45.41,2013.00,151.00,3.55
201303017038,6.78,-0.78,0.73,176.28,45.39,2013.00,151.00,4.44
201303017039,6.76,-0.78,0.73,177.35,45.28,2013.00,151.00,4.02
201303017040,7.06,-0.78,0.73,142.89,45.28,2013.00,151.00,3.47
201303017041,6.95,-0.78,0.73,140.64,45.23,2013.00,152.00,3.25
201303017045,7.27,-0.78,0.73,66.61,44.84,2013.00,153.00,1.83
201303017056,6.21,-0.78,0.73,101.99,44.20,2013.00,159.00,2.96
201303017057,6.92,-0.78,0.73,83.05,44.18,2013.00,159.00,1.84
201303017058,7.05,-0.78,0.73,74.34,44.18,2013.00,159.00,1.54
201303017059,6.38,-0.78,0.73,110.05,43.95,2013.00,159.00,3.22
201303017060,6.65,-0.78,0.73,189.52,44.09,2013.00,160.00,2.29
201303017061,7.27,-0.78,0.73,121.65,43.98,2013.00,160.00,4.41
201303017063,6.27,-0.78,0.73,174.64,43.92,2013.00,160.00,3.27
201303017067,7.17,-0.78,0.73,143.31,43.78,2013.00,161.00,4.02
201303017068,6.40,-0.78,0.73,116.24,43.92,2013.00,161.00,3.23
201303017069,7.12,-0.78,0.73,74.37,43.80,2013.00,161.00,2.67
201303017070,6.75,-0.78,0.73,112.99,43.69,2013.00,162.00,4.04
201303017071,6.97,-0.78,0.73,93.44,43.42,2013.00,162.00,3.19
201303017072,6.63,-0.78,0.73,186.37,43.38,2013.00,162.00,4.53
201303017074,6.74,-0.78,0.73,142.87,43.32,2013.00,162.00,4.14
201303017076,6.61,-0.78,0.73,107.80,43.18,2013.00,163.00,3.46
201303017077,6.62,-0.78,0.73,143.43,42.99,2013.00,163.00,4.67
201303017078,7.20,-0.78,0.73,119.50,43.00,2013.00,163.00,4.01
201303017089,6.95,-0.78,0.73,80.44,42.20,2013.00,166.00,4.48
201303017090,7.42,-0.78,0.73,72.13,41.45,2013.00,170.00,4.98
201303017091,7.58,-0.78,0.73,78.59,41.43,2013.00,170.00,5.33
201303017092,7.55,-0.78,0.73,108.47,41.43,2013.00,170.00,5.45
201303020004,7.45,0.08,0.85,77.04,46.36,2013.00,148.00,5.16
201303020005,6.70,0.08,0.85,92.51,46.42,2013.00,148.00,4.73
201303020006,7.33,0.08,0.85,84.84,46.55,2013.00,148.00,4.59
201303020007,7.59,0.08,0.85,70.61,46.59,2013.00,148.00,4.61
201303020023,7.22,-0.78,0.73,98.00,47.94,2013.00,152.00,4.67
201303020024,6.65,-0.78,0.73,150.40,47.83,2013.00,152.00,5.60
201303020025,7.26,-0.78,0.73,70.71,47.76,2013.00,152.00,3.15
201303020028,6.99,-0.78,0.73,103.86,47.40,2013.00,152.00,3.85
201303020030,6.82,-0.78,0.73,148.55,47.07,2013.00,153.00,4.32
201303020031,7.06,-0.78,0.73,72.70,47.07,2013.00,153.00,2.28
201303020032,6.67,-0.78,0.73,152.89,46.86,2013.00,153.00,5.57
201303020035,7.18,-0.78,0.73,104.65,46.70,2013.00,153.00,5.30
201303020036,7.21,-0.78,0.73,81.23,46.10,2013.00,154.00,3.32
201303020037,6.60,-0.78,0.73,143.67,46.03,2013.00,154.00,5.28
201303020038,6.60,-0.78,0.73,145.54,46.00,2013.00,154.00,5.85
201303020039,6.47,-0.78,0.73,144.26,45.84,2013.00,154.00,5.42
201303020040,7.34,-0.78,0.73,79.03,45.64,2013.00,154.00,2.34
201303020041,6.88,-0.78,0.73,189.69,45.02,2013.00,157.00,4.04
201303020049,6.51,-0.78,0.73,158.53,45.69,2013.00,158.00,4.64
201303020050,6.70,-0.78,0.73,153.86,45.43,2013.00,158.00,4.02
201303020056,6.92,-0.78,0.73,73.49,44.59,2013.00,160.00,1.38
201303020057,6.96,-0.78,0.73,83.07,44.56,2013.00,160.00,1.77
201303020058,7.02,-0.78,0.73,76.63,44.34,2013.00,160.00,1.79
201303020059,6.93,-0.78,0.73,78.35,44.23,2013.00,160.00,1.48
201303020060,6.63,-0.78,0.73,78.71,44.14,2013.00,160.00,1.80
201303020063,6.55,-0.78,0.73,162.72,43.68,2013.00,162.00,3.95
201303020079,6.98,-0.78,0.73,62.30,43.09,2013.00,164.00,-0.57
201303020080,6.99,-0.78,0.73,82.79,43.34,2013.00,165.00,2.86
201303020081,6.97,-0.78,0.73,103.59,43.35,2013.00,166.00,3.06
201303020084,7.47,-0.78,0.73,110.10,42.10,2013.00,170.00,4.50
201303020089,7.24,-0.78,0.73,154.55,41.89,2013.00,171.00,4.87
201303020090,7.52,-0.78,0.73,107.52,41.87,2013.00,171.00,5.03
201303020098,7.54,-0.78,0.73,64.51,41.37,2013.00,172.00,5.09
201403008005,8.07,0.67,-0.54,158.64,44.73,2014.00,234.00,3.81
201403008007,7.55,0.67,-0.54,144.11,45.69,2014.00,235.00,4.48
201403008008,7.53,0.67,-0.54,160.44,45.83,2014.00,235.00,5.29
201403008011,7.40,0.67,-0.54,157.59,46.80,2014.00,236.00,5.04
201403008012,7.36,0.67,-0.54,169.03,47.07,2014.00,236.00,3.60
201403008013,7.49,0.67,-0.54,117.90,47.09,2014.00,236.00,4.60
201403008018,7.65,0.67,-0.54,72.63,46.46,2014.00,238.00,4.91
201403008019,7.59,0.67,-0.54,79.75,46.55,2014.00,238.00,4.55
201403008020,7.60,0.67,-0.54,61.07,46.59,2014.00,238.00,4.62
201403008021,7.53,0.67,-0.54,88.69,46.76,2014.00,238.00,5.04
201403008022,7.55,0.67,-0.54,79.45,46.79,2014.00,238.00,5.04
201403008023,7.59,0.67,-0.54,89.73,47.18,2014.00,239.00,2.87
201403008036,7.59,0.67,-0.54,91.40,47.86,2014.00,241.00,4.06
201403008037,7.39,0.67,-0.54,102.88,47.68,2014.00,241.00,3.90
201403008038,7.42,0.67,-0.54,160.97,47.34,2014.00,241.00,4.74
201403008039,7.41,0.67,-0.54,173.56,47.30,2014.00,241.00,4.64
201403008041,7.45,0.67,-0.54,139.78,46.17,2014.00,242.00,4.08
201403008042,7.47,0.67,-0.54,152.60,46.19,2014.00,242.00,4.01
201403008043,7.47,0.67,-0.54,139.69,46.11,2014.00,242.00,4.57
201403008044,7.55,0.67,-0.54,140.85,46.03,2014.00,242.00,4.93
201403008045,7.62,0.67,-0.54,87.04,46.05,2014.00,242.00,3.18
201403008046,7.61,1.08,-0.78,122.28,45.93,2014.00,243.00,4.15
201403008047,7.55,1.08,-0.78,147.79,45.89,2014.00,243.00,6.28
201403008048,7.64,1.08,-0.78,145.97,45.78,2014.00,243.00,5.16
201403008049,7.70,1.08,-0.78,81.65,45.86,2014.00,243.00,2.94
201403008050,7.70,1.08,-0.78,77.54,45.82,2014.00,243.00,2.74
201403008051,7.89,1.08,-0.78,75.37,44.63,2014.00,244.00,1.28
201403008052,7.96,1.08,-0.78,63.14,44.55,2014.00,244.00,1.46
201403008053,7.95,1.08,-0.78,67.57,44.98,2014.00,248.00,1.68
201403008054,7.99,1.08,-0.78,124.08,45.04,2014.00,248.00,2.79
201403008055,7.80,1.08,-0.78,115.38,45.26,2014.00,248.00,3.04
201403008056,7.79,1.08,-0.78,113.12,45.37,2014.00,248.00,3.26
201403008063,8.25,1.08,-0.78,152.37,44.47,2014.00,250.00,2.38
201403008064,8.47,1.08,-0.78,98.86,44.30,2014.00,250.00,1.72
201403008065,8.23,1.08,-0.78,134.86,44.26,2014.00,251.00,2.40
201403008068,8.66,1.08,-0.78,106.98,43.76,2014.00,251.00,3.85
201403008069,8.69,1.08,-0.78,109.87,43.59,2014.00,251.00,4.29
201403008074,8.03,1.08,-0.78,196.66,43.32,2014.00,253.00,4.06
201403008077,9.09,1.08,-0.78,143.17,42.32,2014.00,254.00,4.83
201403008078,9.72,1.08,-0.78,109.03,42.23,2014.00,254.00,4.69
201403008079,10.39,1.08,-0.78,74.71,41.90,2014.00,255.00,4.80
201403008086,8.70,1.08,-0.78,188.49,41.47,2014.00,256.00,5.04
201403008088,9.19,1.08,-0.78,152.08,41.27,2014.00,257.00,6.42
201403010001,7.76,0.67,-0.54,102.77,44.78,2014.00,235.00,2.56
201403010007,7.55,0.67,-0.54,65.01,46.63,2014.00,237.00,4.66
201403010008,7.53,0.67,-0.54,122.07,46.72,2014.00,237.00,4.89
201403010009,7.41,0.67,-0.54,161.50,46.77,2014.00,237.00,4.78
201403010010,7.38,0.67,-0.54,150.53,46.80,2014.00,237.00,4.99
201403010011,7.29,0.67,-0.54,191.56,46.87,2014.00,237.00,5.42
201403010012,7.25,0.67,-0.54,174.37,47.74,2014.00,238.00,5.63
201403010013,7.39,0.67,-0.54,131.18,47.91,2014.00,238.00,5.59
201403010014,7.43,0.67,-0.54,76.28,47.96,2014.00,238.00,3.96
201403010031,7.40,0.67,-0.54,177.34,47.30,2014.00,242.00,4.78
201403010033,7.45,0.67,-0.54,147.85,46.95,2014.00,242.00,5.02
201403010036,7.53,1.08,-0.78,179.48,46.57,2014.00,243.00,6.33
201403010037,7.49,1.08,-0.78,188.85,46.58,2014.00,243.00,5.73
201403010039,7.87,1.08,-0.78,99.61,45.06,2014.00,244.00,2.23
201403010040,7.88,1.08,-0.78,71.21,45.00,2014.00,244.00,1.65
201403010041,7.89,1.08,-0.78,71.37,44.94,2014.00,244.00,1.98
201403010042,7.88,1.08,-0.78,103.27,44.81,2014.00,244.00,2.47
201403010043,7.94,1.08,-0.78,66.35,44.66,2014.00,248.00,1.72
201403010044,7.97,1.08,-0.78,179.50,44.79,2014.00,248.00,3.90
201403010047,7.74,1.08,-0.78,98.01,45.69,2014.00,250.00,2.47
201403010048,7.85,1.08,-0.78,183.62,45.71,2014.00,250.00,4.53
201403010049,7.85,1.08,-0.78,188.61,45.49,2014.00,250.00,4.23
201403010061,8.08,1.08,-0.78,153.54,44.34,2014.00,252.00,3.21
201403010062,8.09,1.08,-0.78,108.87,44.19,2014.00,253.00,2.81
201403010063,8.47,1.08,-0.78,100.50,44.23,2014.00,253.00,2.33
201403010064,8.51,1.08,-0.78,92.95,44.28,2014.00,253.00,1.81
201403010065,8.56,1.08,-0.78,88.47,44.27,2014.00,253.00,1.75
201403010066,8.61,1.08,-0.78,68.71,44.18,2014.00,253.00,1.57
201403010067,8.41,1.08,-0.78,71.49,44.48,2014.00,254.00,1.98
201403010068,8.49,1.08,-0.78,63.12,44.44,2014.00,254.00,1.87
201403010073,9.53,1.08,-0.78,114.82,42.66,2014.00,257.00,3.63
201403010081,9.07,1.08,-0.78,157.22,42.06,2014.00,258.00,4.55
201403010082,10.22,1.08,-0.78,110.75,41.73,2014.00,262.00,5.75
201403010083,9.24,1.08,-0.78,151.78,41.70,2014.00,262.00,5.82
201403010085,10.57,1.08,-0.78,95.64,41.51,2014.00,262.00,5.34
201403010086,12.60,1.08,-0.78,63.39,41.01,2014.00,263.00,4.45
201403017001,7.88,1.80,0.23,85.66,44.64,2014.00,145.00,1.71
201403017002,7.37,1.80,0.23,143.95,44.83,2014.00,145.00,3.36
201403017003,7.15,1.80,0.23,186.32,45.96,2014.00,146.00,4.03
201403017004,7.19,1.80,0.23,130.94,45.99,2014.00,146.00,5.35
201403017005,7.49,1.80,0.23,106.59,46.11,2014.00,146.00,4.22
201403017006,7.15,1.80,0.23,191.62,46.06,2014.00,146.00,4.71
201403017026,7.67,1.80,0.23,76.71,47.87,2014.00,149.00,3.47
201403017027,7.76,1.80,0.23,87.45,47.66,2014.00,150.00,3.48
201403017028,7.75,1.80,0.23,62.51,47.57,2014.00,150.00,2.93
201403017029,7.15,1.80,0.23,110.77,47.20,2014.00,150.00,3.75
201403017030,7.25,1.80,0.23,186.77,47.10,2014.00,150.00,3.64
201403017031,7.27,1.80,0.23,116.97,46.84,2014.00,150.00,5.19
201403017032,7.65,0.82,-0.42,73.04,46.60,2014.00,151.00,4.65
201403017033,7.69,0.82,-0.42,67.55,46.56,2014.00,151.00,4.69
201403017034,7.10,0.82,-0.42,100.82,46.47,2014.00,151.00,4.75
201403017036,7.11,0.82,-0.42,175.48,45.80,2014.00,151.00,2.66
201403017037,7.00,0.82,-0.42,153.33,45.65,2014.00,151.00,4.39
201403017038,7.55,0.82,-0.42,81.33,45.75,2014.00,152.00,2.41
201403017039,7.13,0.82,-0.42,136.72,45.82,2014.00,152.00,4.96
201403017040,7.45,0.82,-0.42,80.38,45.92,2014.00,152.00,3.13
201403017041,7.57,0.82,-0.42,76.30,45.63,2014.00,156.00,2.32
201403017042,7.12,0.82,-0.42,111.27,45.43,2014.00,156.00,3.12
201403017043,6.72,0.82,-0.42,145.52,45.53,2014.00,156.00,3.76
201403017046,7.27,0.82,-0.42,69.70,45.16,2014.00,157.00,2.46
201403017054,6.69,0.82,-0.42,187.41,45.03,2014.00,158.00,4.08
201403017055,6.69,0.82,-0.42,115.80,44.96,2014.00,158.00,2.59
201403017056,6.82,0.82,-0.42,95.08,44.83,2014.00,158.00,2.34
201403017061,7.39,0.82,-0.42,70.84,44.47,2014.00,160.00,2.44
201403017062,7.72,0.82,-0.42,79.84,44.43,2014.00,160.00,1.47
201403017063,7.36,0.82,-0.42,77.02,44.34,2014.00,160.00,1.87
201403017064,6.80,0.82,-0.42,84.73,44.21,2014.00,160.00,1.62
201403017065,6.69,0.82,-0.42,127.58,44.08,2014.00,160.00,3.89
201403017066,7.25,0.82,-0.42,121.60,44.13,2014.00,160.00,2.93
201403017067,7.61,0.82,-0.42,105.87,44.11,2014.00,160.00,3.15
201403017072,7.00,0.82,-0.42,113.15,43.84,2014.00,161.00,3.66
201403017081,7.23,0.82,-0.42,100.91,43.29,2014.00,163.00,3.38
201403017082,7.37,0.82,-0.42,90.38,43.32,2014.00,163.00,2.97
201403017083,6.81,0.82,-0.42,170.09,43.05,2014.00,168.00,3.71
201403017084,7.24,0.82,-0.42,147.38,42.92,2014.00,168.00,4.58
201403017089,7.53,0.82,-0.42,158.42,42.36,2014.00,169.00,4.52
201403017093,8.07,0.82,-0.42,123.38,41.67,2014.00,170.00,5.81
201403017098,7.99,0.82,-0.42,92.79,41.34,2014.00,171.00,5.58
201403017099,7.65,0.82,-0.42,156.61,41.28,2014.00,171.00,6.43
201403020019,7.38,1.80,0.23,97.41,47.41,2014.00,147.00,3.73
201403020020,7.69,1.80,0.23,75.94,47.10,2014.00,147.00,2.17
201403020021,7.48,1.80,0.23,111.31,46.88,2014.00,147.00,5.22
201403020024,7.02,1.80,0.23,177.63,46.63,2014.00,148.00,4.11
201403020025,7.81,1.80,0.23,70.75,46.44,2014.00,148.00,4.93
201403020026,6.90,1.80,0.23,168.02,46.48,2014.00,148.00,5.06
201403020027,7.23,1.80,0.23,148.71,46.26,2014.00,148.00,3.54
201403020028,7.09,1.80,0.23,182.33,46.06,2014.00,149.00,4.94
201403020029,7.15,1.80,0.23,153.89,45.90,2014.00,149.00,5.98
201403020031,7.36,1.80,0.23,83.25,45.88,2014.00,149.00,3.06
201403020033,7.67,1.80,0.23,77.65,45.73,2014.00,149.00,2.23
201403020034,7.67,1.80,0.23,101.51,45.53,2014.00,149.00,2.52
201403020035,7.66,1.80,0.23,93.19,45.43,2014.00,149.00,2.79
201403020036,7.12,1.80,0.23,149.14,45.33,2014.00,150.00,3.75
201403020037,7.00,1.80,0.23,168.86,45.29,2014.00,150.00,3.95
201403020038,7.01,1.80,0.23,177.29,45.43,2014.00,150.00,4.58
201403020039,7.40,1.80,0.23,145.64,45.59,2014.00,150.00,3.79
201403020040,6.69,1.80,0.23,198.02,45.57,2014.00,150.00,4.05
201403020045,7.51,0.82,-0.42,80.80,45.10,2014.00,151.00,2.20
201403020046,7.16,0.82,-0.42,131.07,44.88,2014.00,151.00,2.95
201403020047,7.66,0.82,-0.42,80.72,44.53,2014.00,152.00,2.07
201403020048,6.51,0.82,-0.42,188.96,45.16,2014.00,156.00,4.43
201403020053,6.90,0.82,-0.42,186.89,44.83,2014.00,157.00,3.82
201403020059,6.78,0.82,-0.42,157.92,44.28,2014.00,158.00,2.85
201403020062,7.16,0.82,-0.42,109.73,44.27,2014.00,158.00,2.16
201403020063,6.64,0.82,-0.42,101.36,44.20,2014.00,159.00,2.86
201403020064,6.65,0.82,-0.42,123.90,44.04,2014.00,159.00,3.14
201403020065,7.21,0.82,-0.42,124.50,44.11,2014.00,159.00,3.21
201403020066,7.18,0.82,-0.42,121.69,44.07,2014.00,159.00,3.74
201403020067,6.52,0.82,-0.42,142.22,44.00,2014.00,159.00,4.62
201403020068,6.55,0.82,-0.42,151.22,43.98,2014.00,159.00,4.65
201403020074,7.08,0.82,-0.42,75.18,43.08,2014.00,161.00,1.15
201403020075,6.81,0.82,-0.42,149.56,43.05,2014.00,161.00,3.69
201403020080,7.58,0.82,-0.42,132.66,42.09,2014.00,162.00,4.60
201403020085,7.62,0.82,-0.42,144.40,41.93,2014.00,163.00,4.63
201403020086,7.94,0.82,-0.42,94.95,41.99,2014.00,164.00,4.45
201403020089,8.06,0.82,-0.42,69.15,41.64,2014.00,168.00,4.87
201403020090,8.18,0.82,-0.42,141.58,41.51,2014.00,168.00,4.77
201503008011,6.56,1.20,-0.72,194.77,45.99,2015.00,143.00,4.23
201503008012,6.95,1.20,-0.72,170.82,45.92,2015.00,143.00,4.39
201503008013,6.58,1.20,-0.72,167.14,46.07,2015.00,144.00,5.04
201503008014,6.65,1.20,-0.72,148.13,46.16,2015.00,144.00,4.01
201503008018,7.42,1.20,-0.72,94.55,46.76,2015.00,144.00,5.06
201503008020,7.45,1.20,-0.72,75.73,47.60,2015.00,145.00,3.10
201503008021,7.49,1.20,-0.72,103.54,47.83,2015.00,145.00,4.36
201503008022,7.14,1.20,-0.72,158.16,47.97,2015.00,145.00,6.09
201503008032,7.00,1.20,-0.72,155.34,47.80,2015.00,147.00,5.49
201503008034,6.86,1.20,-0.72,183.07,47.54,2015.00,147.00,4.97
201503008035,6.90,1.20,-0.72,171.91,47.35,2015.00,147.00,4.85
201503008038,6.89,1.20,-0.72,135.88,46.86,2015.00,148.00,5.49
201503008039,6.86,1.20,-0.72,135.18,46.82,2015.00,148.00,5.29
201503008040,7.16,1.20,-0.72,113.50,46.78,2015.00,148.00,5.09
201503008041,6.91,1.20,-0.72,120.61,46.23,2015.00,149.00,4.22
201503008042,6.79,1.20,-0.72,119.82,46.18,2015.00,149.00,3.97
201503008043,6.73,1.20,-0.72,117.94,46.09,2015.00,149.00,4.32
201503008044,6.56,1.20,-0.72,127.41,46.01,2015.00,150.00,5.06
201503008045,6.55,1.20,-0.72,139.98,45.99,2015.00,150.00,5.56
201503008046,6.60,1.20,-0.72,151.65,45.86,2015.00,150.00,6.50
201503008047,6.86,1.20,-0.72,169.70,45.69,2015.00,150.00,4.59
201503008048,6.91,1.20,-0.72,174.27,45.62,2015.00,150.00,4.19
201503008050,7.12,1.54,-1.25,131.97,45.33,2015.00,151.00,3.49
201503008055,7.20,1.54,-1.25,168.18,45.09,2015.00,152.00,4.00
201503008056,7.46,1.54,-1.25,72.98,44.70,2015.00,156.00,2.12
201503008059,7.65,1.54,-1.25,89.03,44.60,2015.00,156.00,0.68
201503008060,7.55,1.54,-1.25,72.06,44.40,2015.00,157.00,2.11
201503008062,7.57,1.54,-1.25,138.07,44.35,2015.00,157.00,2.94
201503008063,7.52,1.54,-1.25,120.45,44.18,2015.00,157.00,2.61
201503008065,7.56,1.54,-1.25,75.07,44.11,2015.00,158.00,1.82
201503008066,7.70,1.54,-1.25,65.65,44.01,2015.00,158.00,2.15
201503008067,7.36,1.54,-1.25,183.04,43.95,2015.00,158.00,4.71
201503008069,7.59,1.54,-1.25,120.65,43.64,2015.00,158.00,3.87
201503008070,7.59,1.54,-1.25,131.83,43.58,2015.00,159.00,3.57
201503008074,7.71,1.54,-1.25,82.60,43.30,2015.00,160.00,3.08
201503008077,8.49,1.54,-1.25,79.98,42.13,2015.00,161.00,4.45
201503008084,8.26,1.54,-1.25,58.95,41.63,2015.00,169.00,4.79
201503008086,8.11,1.54,-1.25,96.54,41.89,2015.00,169.00,4.80
201503008091,8.12,1.54,-1.25,113.66,41.19,2015.00,170.00,6.19
201503008092,8.43,1.54,-1.25,67.55,41.09,2015.00,170.00,4.21
201503010008,7.59,1.56,-1.93,152.48,45.90,2015.00,234.00,6.50
201503010011,7.73,1.56,-1.93,161.33,46.43,2015.00,235.00,3.65
201503010014,7.74,1.56,-1.93,150.94,46.79,2015.00,236.00,4.88
201503010018,7.54,1.56,-1.93,166.56,47.91,2015.00,237.00,6.04
201503010025,7.74,1.56,-1.93,80.27,47.33,2015.00,239.00,2.57
201503010026,7.77,1.56,-1.93,105.30,47.20,2015.00,239.00,3.50
201503010027,7.63,1.56,-1.93,183.42,47.16,2015.00,239.00,4.19
201503010028,7.84,1.56,-1.93,112.71,47.09,2015.00,239.00,4.37
201503010029,7.86,1.56,-1.93,104.61,47.12,2015.00,239.00,3.91
201503010030,7.85,1.56,-1.93,69.30,47.10,2015.00,239.00,2.07
201503010031,8.27,1.56,-1.93,98.37,46.60,2015.00,241.00,5.39
201503010032,8.22,1.56,-1.93,110.67,46.34,2015.00,241.00,4.30
201503010033,8.36,1.56,-1.93,107.21,46.19,2015.00,241.00,4.39
201503010034,12.28,1.56,-1.93,61.49,46.13,2015.00,242.00,3.01
201503010035,8.40,1.56,-1.93,96.48,45.74,2015.00,242.00,2.59
201503010036,8.35,1.56,-1.93,146.63,45.70,2015.00,242.00,4.42
201503010037,8.64,1.56,-1.93,133.28,45.60,2015.00,242.00,3.46
201503010038,8.86,1.56,-1.93,107.11,45.47,2015.00,242.00,2.90
201503010044,9.46,1.94,-2.10,70.12,45.00,2015.00,247.00,1.78
201503010045,8.13,1.94,-2.10,199.39,44.71,2015.00,247.00,3.89
201503010046,8.15,1.94,-2.10,179.94,44.65,2015.00,247.00,2.87
201503010047,8.01,1.94,-2.10,183.61,44.67,2015.00,248.00,3.55
201503010056,8.72,1.94,-2.10,97.58,44.34,2015.00,249.00,1.71
201503010057,8.83,1.94,-2.10,109.17,44.19,2015.00,250.00,2.51
201503010058,8.60,1.94,-2.10,123.24,44.15,2015.00,250.00,2.93
201503010061,7.76,1.94,-2.10,193.25,43.59,2015.00,250.00,5.03
201503010062,8.77,1.94,-2.10,88.34,43.85,2015.00,251.00,2.77
201503010063,8.78,1.94,-2.10,105.60,43.74,2015.00,251.00,3.96
201503010064,7.79,1.94,-2.10,144.75,43.65,2015.00,252.00,3.71
201503010065,7.68,1.94,-2.10,146.43,43.29,2015.00,252.00,4.30
201503010071,8.68,1.94,-2.10,130.67,42.93,2015.00,255.00,4.60
201503010076,9.51,1.94,-2.10,94.59,41.60,2015.00,259.00,5.44
201503010077,8.86,1.94,-2.10,120.53,41.50,2015.00,259.00,4.77
201503010080,9.10,1.94,-2.10,109.77,41.01,2015.00,260.00,6.30
201503017013,7.73,1.56,-1.93,148.99,46.76,2015.00,235.00,5.12
201503017014,7.63,1.56,-1.93,112.09,47.90,2015.00,236.00,5.05
201503017023,7.48,1.56,-1.93,185.19,47.67,2015.00,237.00,5.72
201503017025,7.78,1.56,-1.93,75.75,47.71,2015.00,238.00,3.35
201503017026,7.74,1.56,-1.93,79.83,47.24,2015.00,238.00,2.18
201503017027,7.80,1.56,-1.93,128.68,46.93,2015.00,238.00,5.49
201503017028,7.89,1.56,-1.93,69.55,46.96,2015.00,238.00,1.91
201503017029,7.65,1.56,-1.93,160.75,46.81,2015.00,239.00,4.93
201503017031,8.23,1.56,-1.93,123.80,46.59,2015.00,241.00,5.34
201503017032,7.89,1.56,-1.93,158.86,46.14,2015.00,241.00,4.50
201503017034,10.48,1.56,-1.93,68.79,45.35,2015.00,242.00,2.62
201503017035,8.50,1.56,-1.93,123.80,45.08,2015.00,242.00,2.91
201503017036,8.30,1.56,-1.93,181.63,45.07,2015.00,242.00,4.23
201503017037,8.34,1.94,-2.10,170.75,45.45,2015.00,246.00,4.39
201503017038,8.10,1.94,-2.10,193.18,45.62,2015.00,246.00,4.19
201503017044,8.61,1.94,-2.10,101.76,44.17,2015.00,247.00,3.13
201503017045,8.78,1.94,-2.10,107.34,44.20,2015.00,247.00,2.48
201503017046,9.42,1.94,-2.10,81.87,44.43,2015.00,247.00,1.47
201503017050,8.64,1.94,-2.10,145.33,43.94,2015.00,248.00,3.72
201503017051,8.82,1.94,-2.10,116.31,43.91,2015.00,248.00,3.29
201503017052,9.75,1.94,-2.10,64.37,44.48,2015.00,249.00,1.75
201503017053,9.26,1.94,-2.10,83.00,43.61,2015.00,249.00,3.24
201503017054,7.63,1.94,-2.10,175.15,43.26,2015.00,250.00,4.66
201503017056,9.07,1.94,-2.10,71.70,42.91,2015.00,250.00,3.69
201503017057,8.66,1.94,-2.10,94.94,42.98,2015.00,250.00,3.75
201503017058,8.07,1.94,-2.10,122.66,43.04,2015.00,250.00,4.47
201503017060,9.07,1.94,-2.10,69.31,43.39,2015.00,251.00,2.95
201503017061,7.69,1.94,-2.10,175.16,43.19,2015.00,251.00,4.11
201503017067,8.43,1.94,-2.10,117.65,42.03,2015.00,253.00,4.51
201503017074,9.00,1.94,-2.10,102.84,41.74,2015.00,254.00,5.69
201503017075,8.75,1.94,-2.10,119.85,41.73,2015.00,254.00,5.77
201503017076,8.73,1.94,-2.10,105.89,41.54,2015.00,254.00,5.13
201503017078,8.46,1.94,-2.10,164.28,41.47,2015.00,254.00,5.04
201503017079,8.82,1.94,-2.10,119.58,41.37,2015.00,254.00,5.70
201503017080,8.79,1.94,-2.10,131.24,41.34,2015.00,254.00,5.93
201503017081,9.01,1.94,-2.10,137.66,41.17,2015.00,255.00,6.64
201503017082,8.13,1.94,-2.10,177.31,41.04,2015.00,255.00,6.67
201503020012,6.68,1.20,-0.72,141.77,46.13,2015.00,144.00,4.27
201503020013,7.19,1.20,-0.72,143.22,46.76,2015.00,144.00,5.07
201503020015,7.16,1.20,-0.72,157.62,47.87,2015.00,145.00,5.80
201503020016,7.17,1.20,-0.72,157.55,47.91,2015.00,145.00,5.91
201503020033,7.24,1.20,-0.72,140.52,47.73,2015.00,148.00,5.23
201503020034,7.32,1.20,-0.72,129.97,47.67,2015.00,148.00,4.86
201503020035,7.23,1.20,-0.72,138.34,47.53,2015.00,148.00,4.60
