,bottom_temp,PDO,NPGO,depth_m,latitude,year,julian,grain_size
201003018039,6.91,-1.27,1.08,183.64,45.47,2010.00,240.00,4.43
201003018041,7.11,-1.27,1.08,84.16,44.68,2010.00,241.00,2.16
201003018042,7.11,-1.27,1.08,78.76,44.60,2010.00,241.00,1.44
201003018052,7.26,-1.61,1.00,93.45,44.68,2010.00,247.00,2.31
201003018053,7.35,-1.61,1.00,140.50,44.64,2010.00,247.00,2.57
201003018055,7.30,-1.61,1.00,78.46,44.41,2010.00,248.00,2.08
201003018056,7.29,-1.61,1.00,88.59,44.31,2010.00,248.00,1.71
201003018057,7.40,-1.61,1.00,104.52,44.18,2010.00,248.00,3.28
201003018058,7.66,-1.61,1.00,80.02,44.02,2010.00,248.00,2.31
201003018060,7.45,-1.61,1.00,111.23,44.12,2010.00,249.00,3.57
201003018061,7.17,-1.61,1.00,117.45,44.14,2010.00,249.00,3.16
201003018062,7.32,-1.61,1.00,142.85,44.01,2010.00,249.00,4.72
201003018063,7.27,-1.61,1.00,143.77,43.96,2010.00,249.00,3.94
201003018064,7.47,-1.61,1.00,112.16,43.75,2010.00,250.00,3.85
201003018068,7.71,-1.61,1.00,83.00,43.35,2010.00,251.00,2.92
201003018069,7.76,-1.61,1.00,84.18,43.29,2010.00,251.00,3.11
201003018071,7.39,-1.61,1.00,103.34,42.99,2010.00,251.00,3.75
201003018075,7.62,-1.61,1.00,91.79,42.83,2010.00,252.00,4.14
201003018076,7.60,-1.61,1.00,85.69,42.74,2010.00,252.00,3.80
201003018082,7.88,-1.61,1.00,127.15,42.12,2010.00,254.00,4.63
201003018083,8.54,-1.61,1.00,83.40,41.98,2010.00,258.00,4.17
201003018093,8.44,-1.61,1.00,123.53,41.41,2010.00,260.00,5.52
201003018094,8.52,-1.61,1.00,96.89,41.36,2010.00,260.00,5.59
201003018095,8.64,-1.61,1.00,98.48,41.28,2010.00,260.00,5.72
201003018096,8.84,-1.61,1.00,95.05,41.19,2010.00,260.00,5.53
201103008009,6.82,-1.74,1.04,185.45,46.76,2011.00,232.00,3.26
201103008019,7.39,-1.74,1.04,94.17,47.96,2011.00,234.00,4.67
201103008022,6.90,-1.74,1.04,187.80,47.63,2011.00,235.00,5.55
201103008023,7.06,-1.74,1.04,143.75,47.66,2011.00,235.00,4.97
201103008024,7.25,-1.74,1.04,116.06,47.56,2011.00,235.00,4.19
201103008025,7.07,-1.74,1.04,139.41,47.03,2011.00,236.00,4.32
201103008026,7.13,-1.74,1.04,118.95,47.00,2011.00,236.00,4.60
201103008027,7.16,-1.74,1.04,102.43,46.95,2011.00,236.00,4.74
201103008028,7.16,-1.74,1.04,93.41,46.90,2011.00,236.00,4.24
201103008029,7.30,-1.74,1.04,64.73,46.91,2011.00,236.00,1.26
201103008032,6.93,-1.74,1.04,133.84,46.16,2011.00,237.00,4.23
201103008034,6.88,-1.74,1.04,152.93,45.87,2011.00,238.00,6.36
201103008039,7.29,-1.74,1.04,155.07,45.43,2011.00,239.00,3.93
201103008042,7.33,-1.74,1.04,140.46,45.06,2011.00,240.00,3.32
201103008043,7.46,-1.74,1.04,68.73,44.89,2011.00,240.00,2.29
201103008044,7.43,-1.79,1.33,68.43,44.66,2011.00,248.00,1.69
201103008045,7.42,-1.79,1.33,95.55,44.72,2011.00,248.00,2.59
201103008046,7.44,-1.79,1.33,67.99,44.80,2011.00,248.00,1.76
201103008058,7.55,-1.79,1.33,121.58,44.44,2011.00,251.00,1.68
201103008059,7.51,-1.79,1.33,99.75,44.39,2011.00,251.00,1.12
201103008060,7.64,-1.79,1.33,96.96,44.36,2011.00,251.00,1.75
201103008061,7.70,-1.79,1.33,105.82,44.35,2011.00,251.00,2.06
201103008062,7.61,-1.79,1.33,90.56,44.27,2011.00,252.00,1.84
201103008063,7.62,-1.79,1.33,82.16,44.15,2011.00,252.00,1.81
201103008064,7.77,-1.79,1.33,105.01,43.88,2011.00,252.00,2.93
201103008065,7.74,-1.79,1.33,118.41,43.87,2011.00,252.00,3.72
201103008066,7.53,-1.79,1.33,122.86,44.02,2011.00,253.00,3.02
201103008069,7.73,-1.79,1.33,122.37,43.73,2011.00,254.00,3.79
201103008070,8.14,-1.79,1.33,96.29,43.35,2011.00,257.00,2.97
201103008071,7.80,-1.79,1.33,171.00,43.42,2011.00,257.00,3.91
201103008080,8.08,-1.79,1.33,127.12,43.29,2011.00,259.00,4.10
201103008082,8.13,-1.79,1.33,191.49,42.79,2011.00,259.00,4.46
201103008083,8.61,-1.79,1.33,112.36,42.63,2011.00,259.00,3.49
201103008084,7.85,-1.79,1.33,171.69,42.36,2011.00,260.00,4.56
201103008089,9.08,-1.79,1.33,79.84,41.93,2011.00,261.00,4.55
201103008090,8.78,-1.79,1.33,82.85,41.49,2011.00,262.00,5.54
201103008091,8.51,-1.79,1.33,147.83,41.54,2011.00,262.00,4.85
201103008094,8.92,-1.79,1.33,102.64,41.19,2011.00,263.00,5.90
201103010002,7.07,-0.37,1.39,165.89,46.42,2011.00,140.00,3.50
201103010003,7.39,-0.37,1.39,88.62,46.38,2011.00,140.00,4.81
201103010004,7.20,-0.37,1.39,123.38,47.10,2011.00,141.00,4.66
201103010006,7.25,-0.37,1.39,83.53,47.16,2011.00,141.00,2.72
201103010007,7.26,-0.37,1.39,119.44,47.16,2011.00,141.00,4.20
201103010008,6.71,-0.37,1.39,190.71,47.29,2011.00,141.00,4.89
201103010017,7.27,-0.37,1.39,92.20,47.89,2011.00,144.00,4.23
201103010018,7.26,-0.37,1.39,92.35,47.87,2011.00,144.00,4.12
201103010019,7.42,-0.37,1.39,115.74,47.76,2011.00,144.00,4.92
201103010023,7.57,-0.37,1.39,93.65,47.63,2011.00,145.00,3.51
201103010024,7.07,-0.37,1.39,148.55,47.60,2011.00,145.00,4.72
201103010025,6.93,-0.37,1.39,162.91,47.53,2011.00,145.00,4.85
201103010028,6.50,-0.37,1.39,185.99,46.80,2011.00,146.00,4.34
201103010029,6.96,-0.37,1.39,154.84,46.91,2011.00,146.00,5.40
201103010031,6.73,-0.37,1.39,194.64,46.70,2011.00,146.00,4.25
201103010032,7.74,-0.37,1.39,67.59,46.64,2011.00,147.00,4.63
201103010033,6.78,-0.37,1.39,143.39,46.18,2011.00,147.00,4.04
201103010034,6.72,-0.37,1.39,168.68,46.19,2011.00,147.00,3.70
201103010037,6.60,-0.37,1.39,153.43,45.93,2011.00,148.00,6.16
201103010038,6.80,-0.37,1.39,116.83,46.05,2011.00,148.00,4.64
201103010039,7.29,-0.37,1.39,102.01,45.97,2011.00,148.00,3.21
201103010041,6.93,-0.37,1.39,185.02,44.91,2011.00,149.00,3.53
201103010052,7.21,-0.69,1.11,122.72,45.33,2011.00,155.00,3.34
201103010060,7.41,-0.69,1.11,102.95,44.18,2011.00,156.00,3.11
201103010061,7.43,-0.69,1.11,103.28,44.29,2011.00,156.00,1.68
201103010062,7.62,-0.69,1.11,72.38,44.39,2011.00,157.00,2.05
201103010063,7.51,-0.69,1.11,84.53,44.21,2011.00,157.00,1.74
201103010064,7.66,-0.69,1.11,77.17,44.08,2011.00,157.00,1.92
201103010065,7.53,-0.69,1.11,96.53,44.03,2011.00,157.00,2.42
201103010066,7.23,-0.69,1.11,130.24,44.04,2011.00,157.00,4.05
201103010068,7.58,-0.69,1.11,115.87,43.38,2011.00,158.00,3.16
201103010076,7.28,-0.69,1.11,134.13,43.97,2011.00,160.00,3.96
201103010077,7.28,-0.69,1.11,128.65,43.94,2011.00,160.00,3.90
201103010078,7.29,-0.69,1.11,130.39,43.11,2011.00,167.00,4.47
201103010081,7.15,-0.69,1.11,90.19,43.08,2011.00,167.00,2.53
201103010082,7.04,-0.69,1.11,155.83,42.98,2011.00,167.00,4.28
201103010083,7.45,-0.69,1.11,65.82,42.52,2011.00,167.00,3.12
201103010084,7.43,-0.69,1.11,104.04,42.43,2011.00,168.00,3.66
201103010089,7.68,-0.69,1.11,64.79,41.24,2011.00,169.00,4.31
201103010090,7.10,-0.69,1.11,62.83,41.66,2011.00,169.00,4.76
201103010091,7.27,-0.69,1.11,98.54,41.69,2011.00,169.00,5.64
201103010092,7.30,-0.69,1.11,108.31,42.05,2011.00,170.00,4.48
201103010095,7.01,-0.69,1.11,187.24,41.83,2011.00,170.00,5.22
201103010096,7.11,-0.69,1.11,140.92,41.82,2011.00,171.00,5.31
201103017003,6.75,-0.37,1.39,179.27,46.84,2011.00,140.00,4.70
201103017007,6.81,-0.37,1.39,174.81,47.07,2011.00,141.00,3.73
201103017008,6.88,-0.37,1.39,150.34,47.08,2011.00,141.00,4.22
201103017018,6.68,-0.37,1.39,173.16,47.51,2011.00,143.00,4.93
201103017019,7.53,-0.37,1.39,91.43,47.66,2011.00,143.00,3.54
201103017020,7.47,-0.37,1.39,63.16,47.08,2011.00,144.00,2.01
201103017021,7.32,-0.37,1.39,104.98,47.13,2011.00,144.00,3.81
201103017022,7.32,-0.37,1.39,105.08,47.00,2011.00,144.00,4.52
201103017023,7.32,-0.37,1.39,77.62,46.98,2011.00,144.00,2.64
201103017024,7.74,-0.37,1.39,63.04,46.76,2011.00,145.00,4.21
201103017025,7.14,-0.37,1.39,106.02,46.70,2011.00,145.00,5.31
201103017026,6.85,-0.37,1.39,155.13,46.59,2011.00,145.00,5.56
201103017027,7.03,-0.37,1.39,102.29,46.49,2011.00,145.00,4.91
201103017028,7.55,-0.37,1.39,66.53,46.39,2011.00,145.00,4.46
201103017029,7.38,-0.37,1.39,74.26,46.16,2011.00,146.00,3.31
201103017032,7.12,-0.37,1.39,150.48,46.19,2011.00,146.00,4.00
201103017036,6.85,-0.37,1.39,167.41,45.80,2011.00,147.00,5.21
201103017043,7.25,-0.37,1.39,151.99,44.87,2011.00,149.00,3.38
201103017044,7.32,-0.37,1.39,116.91,44.74,2011.00,149.00,2.99
201103017045,7.39,-0.69,1.11,115.51,45.26,2011.00,153.00,3.07
201103017056,7.11,-0.69,1.11,142.91,44.60,2011.00,155.00,2.28
201103017058,7.76,-0.69,1.11,80.25,44.49,2011.00,155.00,1.09
201103017059,7.49,-0.69,1.11,90.28,44.31,2011.00,156.00,1.71
201103017062,7.24,-0.69,1.11,110.09,44.10,2011.00,156.00,3.54
201103017063,7.56,-0.69,1.11,85.25,44.14,2011.00,157.00,1.92
201103017064,7.21,-0.69,1.11,129.29,44.07,2011.00,157.00,4.43
201103017068,7.39,-0.69,1.11,111.69,43.64,2011.00,158.00,4.24
201103017069,7.40,-0.69,1.11,114.78,43.52,2011.00,158.00,3.64
201103017071,7.15,-0.69,1.11,153.12,42.99,2011.00,158.00,4.59
201103017075,7.49,-0.69,1.11,168.80,41.94,2011.00,159.00,4.56
201103017076,7.79,-0.69,1.11,100.63,41.67,2011.00,160.00,5.53
201103017077,7.79,-0.69,1.11,100.82,41.44,2011.00,160.00,5.01
201103017078,8.11,-0.69,1.11,63.89,41.37,2011.00,160.00,5.09
201103017079,7.71,-0.69,1.11,96.11,41.30,2011.00,160.00,5.68
201103017081,7.62,-0.69,1.11,91.06,41.20,2011.00,167.00,5.59
201103018008,7.22,-1.74,1.04,73.68,45.86,2011.00,233.00,2.90
201103018009,6.85,-1.74,1.04,142.31,45.86,2011.00,233.00,5.00
201103018015,6.95,-1.74,1.04,152.60,46.83,2011.00,234.00,5.25
201103018016,6.97,-1.74,1.04,150.97,46.87,2011.00,234.00,5.54
201103018019,6.94,-1.74,1.04,153.80,47.70,2011.00,235.00,5.29
201103018027,7.34,-1.74,1.04,77.86,47.58,2011.00,236.00,3.21
201103018028,7.01,-1.74,1.04,141.04,47.33,2011.00,237.00,4.50
201103018029,6.99,-1.74,1.04,163.46,47.28,2011.00,237.00,4.53
201103018030,7.13,-1.74,1.04,115.63,47.17,2011.00,237.00,3.97
201103018031,6.95,-1.74,1.04,171.47,47.01,2011.00,237.00,4.05
201103018032,7.04,-1.74,1.04,131.80,46.77,2011.00,237.00,5.17
201103018033,7.00,-1.74,1.04,137.69,46.74,2011.00,237.00,5.02
201103018034,7.24,-1.74,1.04,97.91,46.67,2011.00,238.00,5.06
201103018037,6.97,-1.74,1.04,156.80,46.41,2011.00,238.00,3.97
201103018038,7.37,-1.74,1.04,62.15,46.42,2011.00,238.00,4.36
201103018044,7.42,-1.79,1.33,71.51,44.67,2011.00,244.00,1.82
201103018045,7.35,-1.79,1.33,142.23,44.82,2011.00,244.00,3.38
201103018052,7.40,-1.79,1.33,80.77,44.61,2011.00,245.00,1.36
201103018053,7.46,-1.79,1.33,75.66,44.52,2011.00,246.00,2.75
201103018054,7.38,-1.79,1.33,186.86,44.42,2011.00,246.00,2.66
201103018055,7.47,-1.79,1.33,95.28,44.33,2011.00,246.00,1.31
201103018056,7.60,-1.79,1.33,85.50,44.28,2011.00,246.00,1.76
201103018057,7.47,-1.79,1.33,108.81,44.22,2011.00,246.00,2.35
201103018058,7.65,-1.79,1.33,115.23,44.16,2011.00,246.00,3.28
201103018059,7.21,-1.79,1.33,123.94,44.08,2011.00,247.00,3.79
201103018060,7.40,-1.79,1.33,121.79,44.02,2011.00,247.00,2.89
201103018061,7.55,-1.79,1.33,142.79,43.99,2011.00,247.00,4.14
201103018062,7.53,-1.79,1.33,123.37,44.06,2011.00,247.00,3.75
201103018067,7.29,-1.79,1.33,192.26,43.66,2011.00,248.00,4.08
201103018068,7.79,-1.79,1.33,109.57,43.65,2011.00,248.00,4.30
201103018069,7.39,-1.79,1.33,193.00,43.36,2011.00,249.00,4.34
201103018070,7.72,-1.79,1.33,90.28,43.05,2011.00,250.00,2.57
201103018071,7.84,-1.79,1.33,60.25,43.05,2011.00,250.00,1.27
201103018072,8.16,-1.79,1.33,111.09,42.97,2011.00,250.00,4.28
201103018073,7.43,-1.79,1.33,189.09,42.73,2011.00,250.00,4.44
201103018076,7.91,-1.79,1.33,81.19,42.58,2011.00,253.00,3.17
201103018083,8.46,-1.79,1.33,138.98,42.10,2011.00,257.00,4.68
201103018084,8.56,-1.79,1.33,142.24,41.98,2011.00,257.00,4.38
201103018090,9.20,-1.79,1.33,63.86,41.68,2011.00,258.00,5.26
201103018091,9.14,-1.79,1.33,75.33,41.51,2011.00,258.00,5.50
201203008007,6.80,-1.93,1.73,129.42,46.15,2012.00,231.00,4.37
201203008008,6.97,-1.93,1.73,145.93,46.56,2012.00,231.00,5.57
201203008020,6.91,-1.93,1.73,182.08,47.59,2012.00,234.00,5.02
201203008021,7.15,-1.93,1.73,64.66,47.31,2012.00,234.00,1.70
201203008023,6.99,-1.93,1.73,142.08,47.10,2012.00,235.00,4.56
201203008024,6.84,-1.93,1.73,166.01,46.93,2012.00,235.00,5.25
201203008025,6.95,-1.93,1.73,141.79,46.90,2012.00,235.00,5.58
201203008030,7.02,-1.93,1.73,129.06,46.63,2012.00,236.00,5.05
201203008031,7.20,-1.93,1.73,95.46,46.02,2012.00,236.00,3.15
201203008032,7.32,-1.93,1.73,81.13,45.97,2012.00,236.00,2.93
201203008034,6.78,-1.93,1.73,177.46,45.80,2012.00,237.00,3.30
201203008035,6.98,-1.93,1.73,177.91,45.74,2012.00,237.00,4.81
201203008037,7.28,-1.93,1.73,139.22,45.27,2012.00,238.00,3.43
201203008039,7.49,-1.93,1.73,71.78,44.99,2012.00,238.00,1.62
201203008040,7.49,-1.93,1.73,99.27,44.80,2012.00,238.00,2.39
201203008041,7.48,-2.21,1.36,109.64,44.80,2012.00,243.00,2.54
201203008055,7.50,-2.21,1.36,73.14,44.54,2012.00,246.00,1.72
201203008056,7.58,-2.21,1.36,75.15,44.63,2012.00,246.00,1.56
201203008057,7.46,-2.21,1.36,63.33,44.30,2012.00,247.00,1.49
201203008058,7.43,-2.21,1.36,120.93,44.17,2012.00,247.00,2.72
201203008059,7.44,-2.21,1.36,125.72,44.07,2012.00,247.00,3.76
201203008061,7.57,-2.21,1.36,144.70,43.94,2012.00,248.00,3.35
201203008068,8.15,-2.21,1.36,160.55,42.99,2012.00,249.00,4.22
201203008069,8.57,-2.21,1.36,69.80,43.00,2012.00,250.00,2.23
201203008070,8.42,-2.21,1.36,110.63,43.08,2012.00,250.00,4.03
201203008071,8.11,-2.21,1.36,160.10,43.26,2012.00,250.00,4.60
201203008073,8.27,-2.21,1.36,101.67,43.41,2012.00,251.00,3.05
201203008074,7.78,-2.21,1.36,96.23,42.45,2012.00,255.00,3.46
201203008078,8.83,-2.21,1.36,80.26,42.07,2012.00,256.00,4.24
201203008079,8.44,-2.21,1.36,153.77,42.10,2012.00,256.00,4.69
201203008082,9.09,-2.21,1.36,87.76,41.27,2012.00,257.00,5.46
201203008083,8.87,-2.21,1.36,102.20,41.53,2012.00,257.00,5.21
201203010008,6.94,-1.26,1.63,119.88,47.02,2012.00,142.00,4.41
201203010016,6.89,-1.26,1.63,114.73,47.06,2012.00,145.00,4.36
201203010017,7.49,-1.26,1.63,74.14,46.69,2012.00,145.00,4.80
201203010018,7.53,-1.26,1.63,67.92,46.69,2012.00,145.00,4.70
201203010019,7.69,-1.26,1.63,67.55,46.59,2012.00,145.00,4.59
201203010020,7.62,-1.26,1.63,74.10,46.59,2012.00,145.00,4.60
201203010021,6.99,-1.26,1.63,135.18,46.63,2012.00,145.00,5.09
201203010031,6.53,-1.26,1.63,190.17,45.92,2012.00,147.00,3.17
201203010032,6.70,-1.26,1.63,129.31,46.09,2012.00,148.00,4.53
201203010033,7.32,-1.26,1.63,97.14,46.16,2012.00,148.00,4.22
201203010034,6.50,-1.26,1.63,152.13,46.20,2012.00,148.00,4.06
201203010035,6.33,-1.26,1.63,156.69,46.29,2012.00,148.00,5.30
201203010036,7.11,-1.26,1.63,96.54,46.33,2012.00,149.00,4.59
201203010037,6.98,-1.26,1.63,91.94,46.30,2012.00,149.00,4.73
201203010038,7.40,-0.87,1.94,72.85,46.02,2012.00,153.00,3.07
201203010039,7.00,-0.87,1.94,85.96,45.93,2012.00,153.00,3.09
201203010040,6.21,-0.87,1.94,140.55,45.87,2012.00,153.00,4.89
201203010041,6.23,-0.87,1.94,151.83,45.76,2012.00,153.00,5.34
201203010045,6.51,-0.87,1.94,158.36,45.60,2012.00,154.00,4.10
201203010046,6.64,-0.87,1.94,120.95,45.62,2012.00,154.00,3.29
201203010047,7.30,-0.87,1.94,67.18,45.65,2012.00,154.00,2.17
201203010048,6.76,-0.87,1.94,133.16,45.49,2012.00,154.00,3.48
201203010049,7.00,-0.87,1.94,99.99,45.26,2012.00,155.00,2.89
201203010057,7.33,-0.87,1.94,87.82,44.87,2012.00,156.00,2.40
201203010058,7.67,-0.87,1.94,87.54,44.71,2012.00,156.00,2.48
201203010059,6.67,-0.87,1.94,190.39,44.78,2012.00,159.00,4.08
201203010061,7.26,-0.87,1.94,147.23,44.36,2012.00,159.00,3.07
201203010064,7.48,-0.87,1.94,96.91,44.35,2012.00,160.00,1.68
201203010065,7.08,-0.87,1.94,117.76,44.12,2012.00,160.00,3.75
201203010067,6.83,-0.87,1.94,191.59,43.75,2012.00,160.00,4.16
201203010068,7.14,-0.87,1.94,99.39,43.74,2012.00,161.00,3.73
201203010069,7.08,-0.87,1.94,104.88,43.73,2012.00,161.00,4.02
201203010070,7.05,-0.87,1.94,107.80,43.77,2012.00,161.00,3.87
201203010072,6.55,-0.87,1.94,158.87,42.82,2012.00,162.00,4.27
201203010077,7.00,-0.87,1.94,106.65,43.02,2012.00,162.00,3.82
201203010079,7.33,-0.87,1.94,65.88,43.44,2012.00,163.00,2.94
201203010084,6.67,-0.87,1.94,176.63,42.65,2012.00,167.00,4.19
201203010089,7.14,-0.87,1.94,67.01,41.97,2012.00,171.00,4.08
201203010092,7.29,-0.87,1.94,133.44,41.72,2012.00,171.00,5.76
201203017027,6.80,-1.26,1.63,188.07,47.85,2012.00,146.00,5.92
201203017030,6.92,-1.26,1.63,149.77,47.61,2012.00,146.00,4.76
201203017032,7.35,-1.26,1.63,84.84,47.96,2012.00,147.00,4.35
201203017033,7.32,-1.26,1.63,72.30,47.80,2012.00,147.00,3.23
201203017034,7.29,-1.26,1.63,76.29,47.75,2012.00,147.00,3.21
201203017035,7.21,-1.26,1.63,71.30,47.16,2012.00,147.00,2.05
201203017036,7.27,-1.26,1.63,81.88,47.03,2012.00,147.00,3.00
201203017037,6.95,-1.26,1.63,148.14,47.06,2012.00,147.00,4.29
201203017038,6.63,-1.26,1.63,164.45,47.03,2012.00,148.00,3.92
201203017041,6.32,-1.26,1.63,124.64,45.90,2012.00,149.00,4.05
201203017042,6.32,-1.26,1.63,142.15,46.06,2012.00,149.00,4.75
201203017046,6.12,-0.87,1.94,193.41,45.70,2012.00,153.00,4.27
201203017052,6.51,-0.87,1.94,174.04,45.56,2012.00,154.00,4.11
201203017053,7.23,-0.87,1.94,68.89,45.44,2012.00,154.00,2.47
201203017054,7.20,-0.87,1.94,65.90,45.37,2012.00,154.00,2.58
201203017055,6.90,-0.87,1.94,111.66,45.31,2012.00,155.00,3.11
201203017067,7.38,-0.87,1.94,65.08,44.63,2012.00,157.00,1.68
201203017069,7.52,-0.87,1.94,110.61,44.40,2012.00,158.00,1.29
201203017073,6.93,-0.87,1.94,116.26,44.06,2012.00,159.00,2.76
201203017074,6.99,-0.87,1.94,115.40,43.89,2012.00,159.00,3.49
201203017075,7.12,-0.87,1.94,111.28,43.79,2012.00,159.00,3.85
201203017076,7.21,-0.87,1.94,107.20,43.65,2012.00,159.00,4.31
201203017082,7.55,-0.87,1.94,61.27,43.08,2012.00,160.00,-0.16
201203017083,7.27,-0.87,1.94,129.36,42.88,2012.00,160.00,4.31
201203017085,7.00,-0.87,1.94,137.37,42.56,2012.00,161.00,3.77
201203017086,7.19,-0.87,1.94,104.54,42.49,2012.00,161.00,3.15
201203017089,7.55,-0.87,1.94,103.48,41.99,2012.00,162.00,4.56
201203017092,7.42,-0.87,1.94,68.54,41.67,2012.00,171.00,4.80
201203017093,7.22,-0.87,1.94,116.52,41.51,2012.00,171.00,4.77
201203017094,7.07,-0.87,1.94,93.23,41.44,2012.00,171.00,5.49
201203017095,6.96,-0.87,1.94,150.40,41.35,2012.00,171.00,5.95
201203017099,7.14,-0.87,1.94,104.84,41.27,2012.00,172.00,5.89
201203017208,6.89,-1.93,1.73,156.10,46.86,2012.00,231.00,5.45
201203017214,6.78,-1.93,1.73,196.90,47.96,2012.00,233.00,5.51
201203017220,7.29,-1.93,1.73,61.13,47.75,2012.00,234.00,3.06
201203017221,7.06,-1.93,1.73,101.44,47.63,2012.00,234.00,3.74
201203017222,6.89,-1.93,1.73,181.55,47.64,2012.00,234.00,5.46
201203017227,7.12,-1.93,1.73,113.41,47.40,2012.00,235.00,4.29
201203017228,7.14,-1.93,1.73,81.65,47.33,2012.00,235.00,2.58
201203017229,7.11,-1.93,1.73,70.83,47.34,2012.00,235.00,2.05
201203017230,7.26,-1.93,1.73,87.52,46.95,2012.00,236.00,3.41
201203017231,7.16,-1.93,1.73,105.55,46.99,2012.00,236.00,4.44
201203017232,7.13,-1.93,1.73,112.05,46.94,2012.00,236.00,5.42
201203017233,7.05,-1.93,1.73,122.11,46.80,2012.00,236.00,5.29
201203017234,7.15,-1.93,1.73,88.45,46.54,2012.00,236.00,4.64
201203017235,7.00,-1.93,1.73,190.93,46.47,2012.00,236.00,4.48
201203017236,7.04,-1.93,1.73,133.96,46.25,2012.00,237.00,5.12
201203017237,7.65,-1.93,1.73,67.28,45.48,2012.00,238.00,2.23
201203017238,7.04,-1.93,1.73,181.89,45.44,2012.00,238.00,4.45
201203017240,7.51,-1.93,1.73,117.53,44.71,2012.00,239.00,2.87
201203017241,7.19,-2.21,1.36,194.16,44.85,2012.00,243.00,3.80
201203017245,7.47,-2.21,1.36,138.65,44.55,2012.00,244.00,2.62
201203017246,7.22,-2.21,1.36,187.57,44.53,2012.00,244.00,3.43
201203017251,7.49,-2.21,1.36,80.16,44.27,2012.00,245.00,1.62
201203017252,7.45,-2.21,1.36,129.48,44.05,2012.00,245.00,4.15
201203017253,7.50,-2.21,1.36,129.10,43.95,2012.00,245.00,3.29
201203017254,7.60,-2.21,1.36,192.57,43.89,2012.00,245.00,4.16
201203017257,7.55,-2.21,1.36,189.60,43.70,2012.00,246.00,4.27
201203017258,7.70,-2.21,1.36,113.74,43.66,2012.00,246.00,4.10
201203017259,7.92,-2.21,1.36,126.19,43.52,2012.00,246.00,3.58
201203017260,7.90,-2.21,1.36,124.16,43.43,2012.00,247.00,3.12
201203017264,8.04,-2.21,1.36,76.12,43.05,2012.00,248.00,1.66
201203017265,8.06,-2.21,1.36,139.22,42.97,2012.00,248.00,4.66
201203017267,8.22,-2.21,1.36,122.47,42.60,2012.00,249.00,3.47
201203017268,8.70,-2.21,1.36,82.72,42.47,2012.00,249.00,3.32
201203017269,8.34,-2.21,1.36,94.96,42.40,2012.00,249.00,3.82
201203017275,8.32,-2.21,1.36,175.95,42.18,2012.00,251.00,4.97
201203017276,8.54,-2.21,1.36,131.41,42.20,2012.00,251.00,4.85
201203017278,8.74,-2.21,1.36,90.65,41.64,2012.00,255.00,5.22
201203017282,9.02,-2.21,1.36,80.99,41.38,2012.00,256.00,5.39
201203017283,8.86,-2.21,1.36,109.41,41.27,2012.00,256.00,5.92
201203017284,8.47,-2.21,1.36,182.36,41.08,2012.00,256.00,6.91
201203017285,9.08,-2.21,1.36,111.10,41.08,2012.00,256.00,6.14
201303008007,6.96,-1.04,0.56,191.58,45.73,2013.00,236.00,3.84
201303008008,7.03,-1.04,0.56,154.56,45.87,2013.00,236.00,6.14
201303008014,6.88,-1.04,0.56,178.05,46.75,2013.00,237.00,3.93
201303008018,7.01,-1.04,0.56,165.05,48.00,2013.00,238.00,6.30
201303008023,7.01,-1.04,0.56,97.73,47.80,2013.00,240.00,3.88
201303008024,7.08,-1.04,0.56,77.15,47.76,2013.00,240.00,3.24
201303008025,7.06,-1.04,0.56,104.32,47.62,2013.00,240.00,3.83
201303008026,7.06,-1.04,0.56,110.56,47.62,2013.00,240.00,3.97
201303008027,6.97,-1.04,0.56,188.87,47.63,2013.00,240.00,5.52
201303008030,7.35,-1.04,0.56,64.28,47.10,2013.00,241.00,2.00
201303008031,7.29,-1.04,0.56,78.83,47.00,2013.00,241.00,2.89
201303008032,7.40,-1.04,0.56,68.01,46.64,2013.00,241.00,4.63
201303008033,7.24,-1.04,0.56,141.38,46.32,2013.00,242.00,2.35
201303008034,7.16,-1.04,0.56,152.00,46.27,2013.00,242.00,3.83
201303008035,7.11,-1.04,0.56,138.55,46.20,2013.00,242.00,4.25
201303008036,7.19,-1.04,0.56,132.00,46.17,2013.00,242.00,4.10
201303008037,7.61,-0.48,0.39,99.71,45.61,2013.00,243.00,2.70
201303008038,7.33,-0.48,0.39,193.52,45.41,2013.00,243.00,4.55
201303008040,8.22,-0.48,0.39,78.61,45.00,2013.00,244.00,1.69
201303008041,7.71,-0.48,0.39,127.54,44.94,2013.00,244.00,2.81
201303008042,7.76,-0.48,0.39,132.80,45.27,2013.00,248.00,3.36
201303008047,7.70,-0.48,0.39,160.82,44.74,2013.00,249.00,3.85
201303008048,7.44,-0.48,0.39,194.25,44.52,2013.00,249.00,3.27
201303008051,8.03,-0.48,0.39,115.04,44.10,2013.00,249.00,3.23
201303008052,7.90,-0.48,0.39,71.20,44.45,2013.00,250.00,2.28
201303008053,9.14,-0.48,0.39,70.09,44.40,2013.00,250.00,2.12
201303008054,7.97,-0.48,0.39,85.72,44.38,2013.00,250.00,1.47
201303008055,8.03,-0.48,0.39,94.04,44.30,2013.00,250.00,1.75
201303008056,7.98,-0.48,0.39,101.60,44.28,2013.00,250.00,1.88
201303008057,8.14,-0.48,0.39,102.90,44.21,2013.00,250.00,2.61
201303008058,9.09,-0.48,0.39,64.03,44.18,2013.00,251.00,1.63
201303008059,8.81,-0.48,0.39,62.08,44.07,2013.00,251.00,1.91
